dumbbell-curtsy-lunge|Zancada cruzada con mancuernas|Cruza una pierna por detrás y baja ambas rodillas sin forzar el giro de la rodilla delantera.|3,1|movement
landmine-squat|Sentadilla con barra anclada|Sostén el extremo de la barra junto al pecho y baja entre los pies manteniendo el tronco estable.|3,1|movement
landmine-romanian-deadlift|Peso muerto rumano con barra anclada|Sujeta el extremo de la barra con ambas manos y lleva la cadera atrás antes de volver a extenderla.|3,1|movement
kettlebell-swing|Balanceo con pesa rusa|Impulsa la pesa con una extensión de cadera y deja que vuelva entre las piernas sin elevarla con los hombros.|3,1|cycle
glute-focused-back-extension|Extensión en banco con énfasis en glúteos|Apoya la cadera en el banco y extiéndela contrayendo los glúteos, sin terminar arqueando la zona lumbar.|0|blocked
reverse-hyperextension|Extensión inversa de cadera|Apoya el torso y eleva las piernas hacia atrás desde la cadera, sin impulsar la zona lumbar.|0|blocked
donkey-calf-raise|Elevación de talones con tronco inclinado|Inclina el tronco sobre un apoyo, coloca la carga sobre la pelvis y eleva los talones con piernas estables.|0|blocked
leg-press-calf-raise|Elevación de talones en prensa|Apoya el antepié en el borde de la plataforma y mueve solo los tobillos, conservando las rodillas ligeramente flexionadas.|3,1|movement
wall-sit|Sentadilla isométrica en pared|Apoya la espalda en la pared y deslízate hasta una flexión cómoda de rodillas; mantén la postura respirando.|3,1|hold
jump-squat|Sentadilla con salto|Baja en sentadilla, impulsa el suelo y aterriza suavemente flexionando las rodillas antes de repetir.|3,1|cycle
incline-dumbbell-curl|Curl de bíceps en banco inclinado|Con la espalda apoyada y los brazos colgando, flexiona los codos sin adelantar los hombros.|3,1|movement
concentration-curl|Curl concentrado|Apoya el codo en la cara interna del muslo y acerca la mancuerna al hombro sin mover el brazo de apoyo.|3,1|movement
ez-bar-curl|Curl con barra EZ|Sujeta la barra curva en sus agarres y flexiona los codos manteniendo las muñecas alineadas.|3,1|movement
spider-curl|Curl araña|Apoya el pecho en un banco inclinado, deja colgar los brazos y flexiona los codos sin separar el torso.|0|blocked
rope-hammer-curl|Curl martillo con cuerda|Sujeta los extremos de la cuerda con palmas enfrentadas y flexiona los codos desde la polea baja.|3,1|movement
drag-curl|Curl de arrastre con barra|Desliza la barra cerca del torso al flexionar los codos y llevarlos ligeramente atrás.|3,1|movement
rope-tricep-pushdown|Extensión de tríceps con cuerda|Extiende los codos junto al cuerpo y separa suavemente los extremos de la cuerda al llegar abajo.|3,1|movement
dumbbell-skull-crusher|Extensión de tríceps tumbado con dos mancuernas|Con dos mancuernas sobre el pecho, flexiona los codos a los lados de la cabeza y vuelve a extender.|0|blocked
single-dumbbell-skullcrusher|Extensión de tríceps tumbado con una mancuerna|Sujeta una mancuerna con ambas manos y flexiona los codos hacia detrás de la cabeza sin mover los hombros.|1,3|movement
dumbbell-overhead-tricep-extension|Extensión de tríceps sentado con mancuerna|Sostén la mancuerna con ambas manos sobre la cabeza y flexiona los codos para bajarla detrás de ella.|1,3|movement
single-arm-dumbbell-tricep-extension|Extensión de tríceps a una mano|Eleva un brazo y baja la mancuerna detrás de la cabeza flexionando el codo, sin inclinar el tronco.|3,1|movement
bench-dip|Fondos en banco|Apoya las manos en un banco estable y flexiona los codos con la cadera cerca del borde, usando un recorrido cómodo.|1,3|movement
tricep-kickback|Patada de tríceps con mancuerna|Inclina el tronco y fija el brazo a su lado; extiende el codo llevando la mancuerna hacia atrás.|3,1|movement
wrist-extension|Extensión de muñecas con mancuernas|Apoya los antebrazos con palmas hacia abajo y eleva las manos moviendo únicamente las muñecas.|0|blocked
farmer-carry|Paseo del granjero|Camina con una mancuerna en cada mano, tronco erguido y pasos controlados, sin dejar que las cargas se balanceen.|1,3|cycle
crunch|Encogimiento abdominal|Túmbate con las rodillas flexionadas y eleva los hombros acercando las costillas a la pelvis sin tirar del cuello.|3,1|movement
reverse-crunch|Encogimiento abdominal inverso|Desde tumbado, acerca las rodillas al pecho elevando ligeramente la pelvis y vuelve sin impulso.|3,1|movement
russian-twist|Giros rusos sin carga|Siéntate con rodillas flexionadas y gira el tronco hacia ambos lados manteniendo las manos juntas, sin carga externa.|0|blocked
bicycle-crunch|Abdominal bicicleta|Acerca un codo a la rodilla contraria mientras extiendes la otra pierna; alterna sin tirar de la cabeza.|1,3|cycle
mountain-climber|Escaladores|Desde una plancha alta, alterna las rodillas hacia el pecho manteniendo las manos debajo de los hombros.|2,1|cycle
dead-bug|Bicho muerto|Tumbado con brazos elevados, extiende brazo y pierna contrarios sin despegar la zona lumbar del suelo.|3,1|movement
bird-dog|Extensión contralateral en cuadrupedia|Desde cuatro apoyos, extiende un brazo y la pierna contraria manteniendo la pelvis nivelada.|2,1|movement
pallof-press|Press Pallof en polea|De lado a la polea, aleja las manos del pecho resistiendo el giro del tronco.|1,3|movement
cable-woodchop|Giro diagonal en polea|Lleva el agarre desde arriba junto al hombro hacia la cadera contraria, coordinando el giro del torso.|3,1|movement
half-kneeling-pallof-press|Press Pallof con una rodilla apoyada|Con una rodilla en el suelo y la polea al lado, extiende los brazos sin girar la pelvis.|3,1|movement
cable-pallof-hold|Sujeción Pallof en polea|De lado a la polea, mantén los brazos extendidos delante del pecho sin dejar que el cable te gire.|1,3|hold
hanging-knee-raise|Elevación de rodillas colgado|Cuelga de la barra y acerca ambas rodillas al pecho, controlando el descenso para evitar balanceos.|3,1|movement
captains-chair-knee-raise|Elevación de rodillas con antebrazos apoyados|Apoya los antebrazos en la estación y eleva las rodillas sin separar la espalda del respaldo.|3,1|movement
decline-sit-up|Abdominal en banco declinado|Fija los pies y eleva el tronco desde el banco, manteniendo el cuello relajado durante el descenso.|3,1|movement
weighted-crunch|Encogimiento abdominal con disco|Sujeta el disco junto al pecho y eleva los hombros acercando costillas y pelvis, sin incorporarte por completo.|3,1|movement
weighted-russian-twist|Giros rusos con mancuerna|Sostén una mancuerna junto al abdomen y gira el tronco a ambos lados conservando el control de la postura.|1,3|cycle
dumbbell-side-bend|Inclinación lateral con mancuerna|Sujeta una mancuerna a un lado y flexiona el tronco lateralmente, sin girarlo ni impulsarte.|3,1|movement
elliptical|Elíptica|Alterna el empuje de piernas y brazos sobre los pedales, manteniendo el tronco erguido.|1,2|cycle
swimming|Natación|Coordina la brazada con la respiración y el batido de piernas, manteniendo el cuerpo alargado en el agua.|0|blocked
jump-rope|Salto de cuerda|Gira la cuerda con las muñecas y realiza saltos bajos, aterrizando suavemente sobre el antepié.|3,1|cycle
assault-bike|Bicicleta de aire|Pedalea mientras alternas el empuje y el tirón de los brazos, manteniendo la cadera estable en el sillín.|1,3|cycle
skierg|Ergómetro de esquí|Desde brazos elevados, tira de las empuñaduras hacia las caderas coordinando una ligera flexión de rodillas y tronco.|1,2|cycle
hiking|Senderismo|Avanza con pasos estables adaptados al terreno y acorta la zancada en las pendientes.|0|blocked
treadmill-incline-walk|Caminata en cinta inclinada|Ajusta la pendiente y camina sin colgarte de las barandillas, manteniendo los apoyos bajo el cuerpo.|1,3|cycle
battle-ropes|Ondas con cuerdas|Con rodillas ligeramente flexionadas, alterna movimientos de brazos para enviar ondas por las cuerdas sin girar el tronco.|1,3|cycle
incline-push-up|Flexiones con manos elevadas|Apoya las manos en un banco estable y baja el pecho hacia el borde manteniendo el cuerpo alineado.|1,3|movement
knee-push-up|Flexiones con rodillas apoyadas|Apoya manos y rodillas; baja el pecho conservando una línea estable entre hombros, cadera y rodillas.|3,1|movement
wide-push-up|Flexiones con manos separadas|Coloca las manos algo más abiertas que los hombros y flexiona los codos con el tronco alineado.|1,3|movement
diamond-push-up|Flexiones con manos juntas|Acerca las manos bajo el pecho y flexiona los codos sin separar la cadera de la alineación corporal.|3,1|movement
decline-push-up|Flexiones con pies elevados|Apoya los pies en un banco estable y baja el pecho hacia el suelo manteniendo el abdomen firme.|3,1|movement
pike-push-up|Flexiones en pica|Eleva la cadera formando una V invertida y flexiona los codos llevando la cabeza hacia el suelo entre las manos.|3,1|movement
feet-elevated-pike-push-up|Flexiones en pica con pies elevados|Con los pies sobre un banco y la cadera alta, baja la cabeza entre las manos y empuja el suelo.|3,1|movement
archer-push-up|Flexiones de arquero|Separa las manos y desplaza el pecho hacia una de ellas mientras mantienes el otro brazo más extendido.|2,1|movement
typewriter-push-up|Flexiones con desplazamiento lateral|Desde una flexión baja con manos separadas, desplaza el pecho de un lado al otro sin elevar mucho el tronco.|1,3|cycle
explosive-push-up|Flexiones explosivas|Baja el pecho y empuja con rapidez para despegar las manos; aterriza con los codos suaves antes de repetir.|2,3|cycle
hindu-push-up|Flexiones hindúes|Desde cadera elevada, pasa el pecho cerca del suelo y extiende los brazos levantando el torso antes de volver.|3,1|cycle
scapular-push-up|Flexiones escapulares|En plancha con codos extendidos, acerca y separa las escápulas moviendo el pecho ligeramente entre los brazos.|1,3|movement
push-up-shoulder-tap|Flexión con toque de hombro|Realiza una flexión y al subir toca el hombro contrario con una mano, evitando girar la pelvis.|0|blocked
