foundation|746778|Leche con 2 % de grasa, vitaminas A y D añadidas|prepared
foundation|746780|Salchicha italiana suave de cerdo, frita en sartén|cooked
foundation|746781|Chorizo de cerdo, frito en sartén|cooked
foundation|746782|Leche entera con 3,25 % de grasa y vitamina D añadida|prepared
foundation|746784|Azúcar granulado|prepared
foundation|746785|Pavo picado 93 % magro, cocinado en sartén y desmenuzado|cooked
foundation|747447|Brócoli crudo|raw
foundation|747997|Clara de huevo grande, grado A|unspecified
foundation|748236|Yema de huevo grande, grado A|unspecified
foundation|748967|Huevo entero grande, grado A|unspecified
foundation|790018|Harina de trigo de uso general, sin enriquecer ni blanquear|dried
foundation|790085|Harina integral de trigo sin enriquecer|dried
foundation|790146|Harina blanca panificable, enriquecida y sin blanquear|dried
foundation|790214|Harina de arroz blanco sin enriquecer|dried
foundation|790276|Harina fina de maíz amarillo enriquecida|dried
foundation|790577|Cebolla roja cruda|raw
foundation|790646|Cebolla amarilla cruda|raw
foundation|1104647|Ajo crudo|raw
foundation|1104705|Harina de soja desgrasada|dried
foundation|1104766|Harina de soja entera|dried
foundation|1104812|Harina de arroz integral|dried
foundation|1104867|Harina de arroz glutinoso|dried
foundation|1104962|Cebolla blanca cruda|raw
foundation|1105073|Plátano muy maduro crudo|raw
foundation|1105314|Plátano maduro o ligeramente maduro, crudo|raw
foundation|1750339|Manzana Red Delicious con piel, cruda|raw
foundation|1750340|Manzana Fuji con piel, cruda|raw
foundation|1750341|Manzana Gala con piel, cruda|raw
foundation|1750342|Manzana Granny Smith con piel, cruda|raw
foundation|1750343|Manzana Honeycrisp con piel, cruda|raw
foundation|1999627|Seta de ostra|unspecified
foundation|1999628|Setas shiitake|unspecified
foundation|1999629|Champiñón blanco|unspecified
foundation|1999630|Bebida de soja natural sin endulzar, de larga duración|prepared
foundation|1999631|Bebida de almendras natural sin endulzar, de larga duración|prepared
foundation|1999632|Espinaca baby|unspecified
foundation|1999633|Espinaca madura|unspecified
foundation|1999634|Tomate Roma|unspecified
foundation|2003586|Harina tipo 00|dried
foundation|2003587|Harina integral de espelta|dried
foundation|2003588|Sémola gruesa y semigruesa|dried
foundation|2003589|Sémola fina|dried
foundation|2003590|Zumo de manzana de concentrado, con vitamina C, larga duración|prepared
foundation|2003591|Zumo de naranja de concentrado, sin pulpa ni fortificar, refrigerado|prepared
foundation|2003592|Zumo de uva morada de concentrado, con vitamina C, larga duración|prepared
foundation|2003594|Zumo de arándano rojo de concentrado, sin fortificar, larga duración|prepared
foundation|2003598|Champiñón portobello|unspecified
foundation|2257046|Bebida de avena natural sin endulzar, refrigerada|prepared
foundation|2258586|Zanahoria madura cruda|raw
foundation|2258587|Zanahoria baby cruda|raw
foundation|2258588|Pimiento verde crudo|raw
foundation|2258589|Pimiento amarillo crudo|raw
foundation|2258590|Pimiento rojo crudo|raw
foundation|2259792|Suero de mantequilla bajo en grasa|prepared
foundation|2259793|Yogur natural de leche entera|prepared
foundation|2259794|Yogur griego natural de leche entera|prepared
foundation|2259796|Queso feta de leche entera, desmenuzado|prepared
foundation|2261420|Harina de almendra|dried
foundation|2261421|Harina integral de avena|dried
foundation|2262072|Crema de cacahuete suave|prepared
foundation|2262073|Crema de sésamo suave|prepared
foundation|2262074|Crema de almendra suave|prepared
foundation|2262075|Semillas de lino molidas|dried
foundation|2346384|Queso cottage entero|prepared
foundation|2346385|Queso crema entero en bloque|prepared
foundation|2346386|Nata para montar|prepared
foundation|2346387|Nata agria entera|prepared
foundation|2346388|Lechuga iceberg cruda|raw
foundation|2346389|Lechuga romana verde cruda|raw
foundation|2346390|Lechuga de hoja roja cruda|raw
foundation|2346391|Lechuga de hoja verde cruda|raw
foundation|2346392|Piñones crudos|raw
foundation|2346393|Almendras enteras crudas|raw
foundation|2346394|Nueces inglesas crudas en mitades|raw
foundation|2346395|Nueces pecanas crudas en mitades|raw
foundation|2346396|Avena integral en copos tradicionales|dried
foundation|2346397|Avena integral cortada|dried
foundation|2346398|Piña cruda|raw
foundation|2346399|Cerezas dulces rojo oscuro, crudas|raw
foundation|2346400|Judías verdes crudas|raw
foundation|2346401|Patata Russet sin piel, cruda|raw
foundation|2346402|Patata roja sin piel, cruda|raw
foundation|2346403|Patata dorada sin piel, cruda|raw
foundation|2346404|Boniato de pulpa naranja sin piel, crudo|raw
foundation|2346405|Apio crudo|raw
foundation|2346406|Pepino con piel, crudo|raw
foundation|2346407|Col verde cruda|raw
foundation|2346408|Col roja cruda|raw
foundation|2346409|Fresas crudas|raw
foundation|2346410|Frambuesas crudas|raw
foundation|2346411|Arándanos azules crudos|raw
foundation|2346412|Uvas rojas sin semillas, crudas|raw
foundation|2346413|Uvas verdes sin semillas, crudas|raw
foundation|2346414|Compota de manzana sin endulzar, con vitamina C añadida|prepared
foundation|2512372|Harina de quinoa|dried
foundation|2512374|Harina de trigo sarraceno|dried
foundation|2512375|Harina de centeno|dried
foundation|2512378|Trigo sarraceno en grano entero|dried
foundation|2512379|Mijo en grano entero|dried
foundation|2512380|Arroz integral de grano largo, sin enriquecer, crudo|raw
foundation|2512381|Arroz blanco de grano largo, sin enriquecer, crudo|raw
foundation|2514743|Carne de vacuno picada, 90 % magra y 10 % grasa, cruda|raw
foundation|2514744|Carne de vacuno picada, 80 % magra y 20 % grasa, cruda|raw
foundation|2514745|Carne de cerdo picada cruda|raw
foundation|2514746|Carne de pollo picada con aditivos, cruda|raw
foundation|2514747|Carne de pavo picada, 93 % magra y 7 % grasa, cruda|raw
foundation|2515373|Nueces de Brasil crudas|raw
foundation|2515374|Anacardos crudos|raw
foundation|2515375|Avellanas crudas|raw
foundation|2515376|Cacahuetes crudos|raw
foundation|2515378|Nueces de macadamia crudas|raw
foundation|2515379|Pistachos crudos|raw
foundation|2515380|Semillas de calabaza peladas, crudas|raw
foundation|2515381|Pipas de girasol peladas, crudas|raw
foundation|2644281|Alubias cannellini secas|dried
foundation|2644282|Garbanzos secos|dried
foundation|2644283|Lentejas secas|dried
foundation|2644284|Frijol de ojo negro seco|dried
foundation|2644285|Frijoles negros en conserva con sodio, escurridos y enjuagados|prepared
foundation|2644287|Alubias cannellini en conserva con sodio, escurridas y enjuagadas|prepared
foundation|2644288|Garbanzos en conserva con sodio, escurridos y enjuagados|prepared
foundation|2644289|Alubias rojas oscuras en conserva con sodio y azúcar, escurridas y enjuagadas|prepared
foundation|2644291|Guisantes dulces en conserva con sodio y azúcar, escurridos y enjuagados|prepared
foundation|2644292|Frijoles pintos en conserva con sodio, escurridos y enjuagados|prepared
foundation|2646168|Lomo de cerdo sin hueso, crudo|raw
foundation|2646169|Solomillo de cerdo sin hueso, crudo|raw
foundation|2646170|Pechuga de pollo sin piel ni hueso, cruda|raw
foundation|2646171|Muslo de pollo sin piel ni hueso, crudo|raw
foundation|2647437|Yogur natural desnatado|prepared
foundation|2647440|Queso provolone en lonchas|prepared
foundation|2647442|Queso fresco|prepared
foundation|2684440|Salmón rojo salvaje crudo|raw
foundation|2684441|Salmón atlántico de cultivo, crudo|raw
foundation|2684442|Tilapia de cultivo, cruda|raw
foundation|2684443|Gambas de cultivo, crudas|raw
foundation|2684444|Bacalao atlántico salvaje, crudo|raw
foundation|2685568|Calabacín verde con piel, crudo|raw
foundation|2685570|Calabaza cacahuete cruda|raw
foundation|2685572|Col china bok choy cruda|raw
foundation|2685573|Coliflor cruda|raw
foundation|2685575|Coles de Bruselas crudas|raw
foundation|2685576|Remolacha cruda|raw
foundation|2685577|Berenjena cruda|raw
foundation|2685578|Tomates enteros en conserva con su líquido y sal|prepared
foundation|2685579|Salsa de tomate en conserva con sal|prepared
foundation|2685580|Concentrado de tomate en conserva sin sal añadida|prepared
foundation|2710815|Albaricoque con piel, crudo|raw
foundation|2710816|Melón honeydew crudo|raw
foundation|2710817|Plátano macho maduro crudo|raw
foundation|2710818|Plátano macho poco maduro crudo|raw
foundation|2710819|Semillas de chía secas, crudas|dried
foundation|2710820|Bulgur seco, crudo|dried
foundation|2710821|Arroz salvaje seco, crudo|dried
foundation|2710822|Rúcula baby cruda|raw
foundation|2710823|Espárragos verdes crudos|raw
foundation|2710824|Aguacate Hass pelado, crudo|raw
foundation|2710826|Maíz dulce amarillo y blanco, granos frescos crudos|raw
foundation|2710832|Mandarina sin semillas, pelada y cruda|raw
foundation|2710833|Mango Tommy Atkins pelado, crudo|raw
foundation|2710836|Pera Anjou verde con piel, cruda|raw
foundation|2710837|Ciruela negra con piel, cruda|raw
foundation|2747652|Anchoas en aceite de oliva con sal, en conserva y escurridas|prepared
foundation|2747655|Bulbo de hinojo crudo|raw
foundation|2747659|Chirivía cruda|raw
foundation|2747665|Rábanos rojos crudos|raw
foundation|2747674|Nabo crudo|raw
sr-legacy|168463|Espinaca hervida y escurrida sin sal|cooked
sr-legacy|168917|Quinoa cocida|cooked
sr-legacy|168928|Pasta cocida sin enriquecer ni sal añadida|cooked
sr-legacy|169704|Arroz integral de grano largo, cocido|cooked
sr-legacy|169757|Arroz blanco de grano largo, sin enriquecer, cocido sin sal|cooked
sr-legacy|169967|Brócoli hervido y escurrido sin sal|cooked
sr-legacy|170438|Patata hervida con piel, solo pulpa, sin sal|cooked
sr-legacy|170440|Patata pelada hervida, sin sal|cooked
sr-legacy|171413|Aceite de oliva para ensalada o cocinar|prepared
sr-legacy|171477|Pechuga de pollo, solo carne, asada|cooked
sr-legacy|171998|Salmón atlántico salvaje, cocinado con calor seco|cooked
sr-legacy|172185|Huevo entero en tortilla|cooked
sr-legacy|172186|Huevo entero escalfado|cooked
sr-legacy|172187|Huevo entero revuelto|cooked
sr-legacy|172421|Lentejas, semillas maduras, hervidas sin sal|cooked
sr-legacy|172688|Pan integral de trigo comercial|prepared
sr-legacy|172689|Pan integral de trigo comercial, tostado|cooked
sr-legacy|173423|Huevo entero frito|cooked
sr-legacy|173424|Huevo entero duro|cooked
sr-legacy|173735|Frijoles negros, semillas maduras, hervidos sin sal|cooked
sr-legacy|173757|Garbanzos, semillas maduras, hervidos sin sal|cooked
sr-legacy|175168|Salmón atlántico de cultivo, cocinado con calor seco|cooked
